Timestamp,Data
1,105096
2,518407
3,92745
4,239961
5,166213
6,89712
7,147305
8,324859
9,11646
10,77116
11,5259
12,54519
13,71770
14,134909
15,32726
16,482854
17,113810
18,59973
19,381064
20,287888
21,311234
22,173625
23,117531
24,43853
25,124136
26,198468
27,71957
28,208270
29,121708
30,114712
31,73740
32,26916
33,472213
34,165882
35,142225
36,409053
37,107049
38,356995
39,75330
40,162194
41,291521
42,555304
43,34155
44,183853
45,110358
46,192712
47,59688
48,57165
49,53295
50,79553
51,10465
52,86246
53,33466
54,13695
55,330805
56,6664
57,546445
58,251529
59,75786
60,126853
61,159810
62,103710
63,264916
64,120210
65,134016
66,84744
67,457098
68,112717
69,108436
70,47540
71,104456
72,56778
73,63517
74,35288
75,300519
76,34604
77,129616
78,173603
79,129899
80,9094
81,27383
82,14552
83,57895
84,536592
85,89544
86,123017
87,28086
88,97689
89,200702
90,83964
91,76158
92,39536
93,12203
94,10549
95,29106
96,89092
97,9841
98,10354
99,98515
100,88453
101,6073
102,68217
103,29724
104,191786
105,10358
106,13088
107,36632
108,41699
109,7019
110,17104
111,5680
112,24251
113,100864
114,65462
115,120878
116,27702
117,190176
118,77194
119,51517
120,119588
121,64887
122,346117
123,819436
124,660623
125,294440
126,52421
127,30108
128,35248
129,5528
130,22418
131,8784
132,2328
133,9741
134,21995
135,26531
136,21749
137,7959
138,107039
139,28591
140,48099
141,16264
142,22670
143,76068
144,17423
145,7564
146,13479
147,92919
148,26489
149,32862
150,4943
151,18457
152,43005
153,14375
154,39594
155,2191
156,10941
157,6345
158,14065
159,22044
160,30428
161,82095
162,13661
163,53914
164,12076
165,24887
166,22399
167,7095
168,19924
169,23195
170,15941
171,22560
172,5510
173,11757
174,54887
175,31363
176,20209
177,10277
178,15803
179,37019
180,52019
181,15079
182,7351
183,6655
184,14802
185,16480
186,13757
187,11673
188,9111
189,10831
190,9160
191,15144
192,12080
193,54826
194,11230
195,30166
196,41251
197,23670
198,104313
199,126202
200,109527
201,14744
202,9020
203,51836
204,142996
205,51131
206,19370
207,16565
208,131063
209,18940
210,85130
211,118439
212,599992
213,14257
214,37834
215,131258
216,20777
217,183584
218,66436
219,264963
220,72422
221,16523
222,945530
223,27177
224,146517
225,19332
226,94386
227,22046
228,94561
229,67220
230,24415
231,76490
232,50175
233,76525
234,253252
235,100057
236,59110
237,39610
238,108871
239,17046
240,65073
241,10757
242,3526
243,32345
244,24611
245,11611
246,34287
247,7383
248,13989
249,7144
250,42557
251,8260
252,12516
253,31149
254,57222
255,15943
256,3806
257,176746
258,50149
259,22629
260,21780
261,152999
262,30877
263,37476
264,7253
265,25689
266,11507
267,15905
268,4326
269,25616
270,41362
271,21567
272,14679
273,9318
274,12058
275,191384
276,83997
277,13769
278,5094
279,2289
280,7644
281,8616
282,10062
283,10374
284,31873
285,11526
286,3949
287,8881
288,4590
289,13618
290,7233
291,5891
292,18555
293,11770
294,13714
295,8840
296,13670
297,13104
298,13560
299,5628
300,14317
301,40182
302,43626
303,90861
304,36087
305,33738
306,114875
307,35540
308,118138
309,66328
310,25560
311,8413
312,14827
313,16905
314,5759
315,3206
316,5660
317,12622
318,11142
319,10769
320,38513
321,15194
322,47756
323,12902
324,3478
325,11218
326,19495
327,16790
328,11760
329,14849
330,35145
331,47409
332,4029
333,23312
334,4885
335,10003
336,14549
337,10047
338,9237
339,10098
340,11866
341,3814
342,21228
343,16478
344,97890
345,18027
346,19808
347,2092
348,16067
349,16945
350,3230
351,17033
352,29406
353,16801
354,15102
355,6902
356,20900
357,49780
358,84043
359,26635
360,33846
