Timestamp,Data
1,46714
2,4449
3,15320
4,52643
5,214312
6,54924
7,50338
8,26660
9,157511
10,40315
11,54289
12,237618
13,26686
14,217262
15,44914
16,103848
17,228486
18,94789
19,226212
20,110067
21,569745
22,275217
23,225687
24,192346
25,98201
26,335862
27,76205
28,64533
29,131877
30,157397
31,138798
32,233163
33,218026
34,1050710
35,222031
36,103885
37,428387
38,113807
39,335535
40,129075
41,74832
42,107528
43,102144
44,137260
45,128910
46,95072
47,20278
48,159683
49,267321
50,212095
51,130466
52,121350
53,142004
54,171315
55,128888
56,103383
57,193725
58,133375
59,88774
60,157547
61,269764
62,114719
63,121624
64,290998
65,70026
66,159738
67,112833
68,183465
69,121848
70,172779
71,161070
72,86180
73,164256
74,20720
75,127442
76,49128
77,99343
78,54685
79,163039
80,129402
81,95122
82,20730
83,62134
84,191092
85,196290
86,338129
87,45395
88,26832
89,201020
90,177001
91,177524
92,140009
93,95564
94,271205
95,13387
96,266360
97,246853
98,160029
99,162488
100,102499
101,162673
102,161000
103,188511
104,131516
105,65694
106,162987
107,214301
108,259670
109,269435
110,470807
111,16711
112,141768
113,269808
114,79838
115,202643
116,33861
117,255431
118,88392
119,45599
120,250869
121,199071
122,22754
123,64380
124,213637
125,84778
126,102990
127,497841
128,93697
129,222940
130,383880
131,254280
132,148640
133,174224
134,171748
135,157371
136,131956
137,158488
138,248635
139,198472
140,176425
141,125037
142,136316
143,32843
144,18547
145,210431
146,454565
147,870092
148,56621
149,158286
150,408829
151,251810
152,123741
153,120416
154,98847
155,107906
156,1144179
157,116483
158,151649
159,352501
160,52340
161,272013
162,239541
163,93966
164,32754
165,27982
166,49996
167,241943
168,123624
169,28385
170,117726
171,116672
172,222636
173,145719
174,104196
175,89063
176,332280
177,131419
178,73781
179,127446
180,140375
181,64050
182,211999
183,147293
184,213678
185,90289
186,182321
187,144213
188,140552
189,431319
190,541724
191,160218
192,766454
193,119239
194,155987
195,126913
196,52031
197,111474
198,27864
199,29038
200,181519
201,105926
202,63803
203,121535
204,214982
205,203207
206,215557
207,185701
208,22948
209,155190
210,76007
211,116868
212,147655
213,138741
214,182431
215,67594
216,240658
217,286556
218,169558
219,242532
220,237637
221,89069
222,208480
223,106396
224,155188
225,181335
226,46097
227,79089
228,166286
229,247294
230,143935
231,302864
232,291321
233,60952
234,105535
235,63455
236,19888
237,152781
238,101651
239,28757
240,21001
241,44037
242,57217
243,18648
244,131028
245,133308
246,40429
247,164745
248,22263
249,174478
250,144915
251,99565
252,405928
253,40510
254,113620
255,33816
256,125478
257,171611
258,164647
259,113683
260,116007
261,363177
262,91160
263,139713
264,164510
265,361149
266,124469
267,150254
268,114239
269,91055
270,116795
271,97518
272,81653
273,114307
274,290276
275,90051
276,177261
277,154076
278,204396
279,88467
280,104006
281,79678
282,116680
283,160388
284,92558
285,100627
286,100050
287,32980
288,157835
289,86102
290,109019
291,118045
292,148846
293,122995
294,164004
295,51340
296,104239
297,166465
298,181932
299,177245
300,186926
301,149634
302,90819
303,47798
304,114376
305,103849
306,109009
307,153064
308,132485
309,171567
310,73007
311,101002
312,141420
313,239996
314,27474
315,77882
316,79777
317,101379
318,73254
319,85350
320,124413
321,50570
322,35026
323,114172
324,138013
325,113597
326,291500
327,19579
328,43045
329,111147
330,117595
331,243589
332,106167
333,70313
334,90047
335,19357
336,158929
337,154098
338,90980
339,98381
340,136876
341,65548
342,135654
343,110376
344,191749
345,56396
346,90608
347,156756
348,97677
349,127497
350,95666
351,25659
352,176062
353,82204
354,68709
355,153875
356,135257
357,90659
358,147925
359,30813
360,112006
361,133369
362,109750
363,130801
364,92181
365,91878
366,141698
367,115552
368,209860
369,196390
370,103559
371,142569
372,134915
373,201571
374,84004
375,135894
376,67041
377,81290
378,67512
379,480130
380,119311
381,172099
382,220728
383,25662
384,13874
385,198934
386,368897
387,439047
388,107959
389,118713
390,232026
391,118762
392,108921
393,93265
394,26129
395,103162
396,411227
397,111162
398,87357
399,93512
400,100594
401,66318
402,97399
403,85447
404,215880
405,25223
406,252122
407,78090
408,103663
409,36132
410,195597
411,184936
412,121723
413,157460
414,164282
415,93668
416,97448
417,37176
418,162569
419,94000
420,145794
421,110172
422,145944
423,56905
424,122354
425,188919
426,118033
427,161154
428,126848
429,316276
430,139921
431,70687
432,523106
433,96880
434,79744
435,213078
436,15828
437,156029
438,182593
439,57211
440,125724
441,177636
442,215821
443,120056
444,89288
445,117767
446,119080
447,120583
448,147746
449,95261
450,200266
451,104881
452,130070
453,150572
454,91599
455,18879
456,97287
457,188807
458,175483
459,307764
460,100133
461,146559
462,94361
463,78513
464,101687
465,166299
466,22353
467,101096
468,93365
469,112995
470,68518
471,557061
472,107964
473,102894
474,209632
475,28384
476,58147
477,545461
478,169206
479,20700
480,41831
