Timestamp,Data
1,272485
2,157795
3,86939
4,236491
5,18363
6,289961
7,115902
8,174655
9,79922
10,92154
11,134863
12,69353
13,98205
14,168736
15,13397
16,40793
17,70325
18,57456
19,117410
20,101471
21,25962
22,80037
23,224792
24,109470
25,107911
26,92692
27,124678
28,340937
29,101156
30,858311
31,81617
32,67048
33,42590
34,78841
35,491888
36,36328
37,105672
38,134612
39,40368
40,71547
41,88234
42,92330
43,57940
44,64046
45,65368
46,121419
47,197112
48,3048
49,86199
50,152520
51,236691
52,18421
53,38068
54,181115
55,217316
56,177953
57,183011
58,144478
59,223101
60,19277
61,70826
62,28190
63,144145
64,203647
65,190759
66,69247
67,216359
68,31704
69,260564
70,88911
71,85383
72,131637
73,46000
74,48471
75,205393
76,153306
77,53843
78,58833
79,37610
80,95790
81,8493
82,181908
83,6990
84,8795
85,77778
86,205354
87,78841
88,234136
89,88700
90,140528
91,97062
92,93805
93,27898
94,95380
95,279001
96,390153
97,46452
98,98084
99,123331
100,85025
101,73605
102,192308
103,474392
104,140490
105,139435
106,113013
107,107608
108,64960
109,44162
110,160518
111,37123
112,12686
113,168498
114,89216
115,158172
116,94153
117,72770
118,100860
119,226162
120,15377
121,215873
122,84452
123,101493
124,81776
125,10630
126,82020
127,155254
128,104469
129,84692
130,297553
131,68627
132,79206
133,82932
134,166185
135,58015
136,48770
137,213031
138,113620
139,126919
140,133900
141,167842
142,227864
143,90765
144,111121
145,57516
146,154810
147,63159
148,313928
149,143583
150,462839
151,151180
152,198552
153,29532
154,113051
155,350640
156,42777
157,168649
158,143530
159,150472
160,80716
161,109242
162,100295
163,21183
164,153071
165,153835
166,96058
167,428071
168,13792
169,191071
170,231044
171,136796
172,24041
173,150824
174,273474
175,297531
176,157195
177,181549
178,92562
179,286296
180,22207
181,39322
182,41144
183,186266
184,228433
185,209012
186,173167
187,212571
188,37715
189,257034
190,221961
191,161938
192,500768
193,131263
194,32843
195,550246
196,161960
197,187819
198,102998
199,57862
200,76440
201,10273
202,173691
203,54586
204,18105
205,113597
206,279423
207,205355
208,270767
209,112158
210,115757
211,197094
212,119652
213,53945
214,86205
215,768051
216,278506
217,77787
218,162770
219,194198
220,48460
221,58111
222,177627
223,1569835
224,153724
225,269518
226,212246
227,124895
228,288032
229,197775
230,330739
231,16939
232,25012
233,226025
234,231767
235,266999
236,432539
237,214792
238,108829
239,239705
240,38579
