Timestamp,Data
0,249160
2,72901
3,111906
4,26210
5,236976
6,54903
7,23704
8,1220028
9,17409
10,259342
11,18159
12,18173
13,62329
14,36812
15,34178
16,15654
17,16400
18,17763
19,98647
20,11623
21,206804
22,129447
23,142683
24,294065
25,210712
26,124962
27,10275
28,50003
29,162683
30,62678
31,86565
32,104209
33,73511
34,276208
35,23047
36,73440
37,11217
38,38085
39,8103
40,149986
41,13203
42,12783
43,51526
44,107264
45,109087
46,19330
47,75134
48,64272
49,100464
50,177786
51,84270
52,114105
53,217777
54,2458
55,19692
56,118912
57,43765
58,116766
59,103901
60,167477
61,93817
62,53745
63,24826
64,149652
65,117705
66,9939
67,111864
68,66223
69,31290
70,40088
71,81752
72,194826
73,85026
74,93410
75,146591
76,97554
77,103406
78,57196
79,30497
80,21814
81,81876
82,257655
83,99625
84,701572
85,56530
86,164593
87,102534
88,194737
89,9269
90,76395
91,13529
92,275238
93,17253
94,9561
95,54448
96,108503
97,80644
98,93506
99,134659
0,249160
2,72901
3,111906
4,26210
5,236976
6,54903
7,23704
8,1220028
9,17409
10,259342
11,18159
12,18173
13,62329
14,36812
15,34178
16,15654
17,16400
18,17763
19,98647
20,11623
21,206804
22,129447
23,142683
24,294065
25,210712
26,124962
27,10275
28,50003
29,162683
30,62678
31,86565
32,104209
33,73511
34,276208
35,23047
36,73440
37,11217
38,38085
39,8103
40,149986
41,13203
42,12783
43,51526
44,107264
45,109087
46,19330
47,75134
48,64272
49,100464
50,177786
51,84270
52,114105
53,217777
54,2458
55,19692
56,118912
57,43765
58,116766
59,103901
60,167477
61,93817
62,53745
63,24826
64,149652
65,117705
66,9939
67,111864
68,66223
69,31290
70,40088
71,81752
72,194826
73,85026
74,93410
75,146591
76,97554
77,103406
78,57196
79,30497
80,21814
81,81876
82,257655
83,99625
84,701572
85,56530
86,164593
87,102534
88,194737
89,9269
90,76395
91,13529
92,275238
93,17253
94,9561
95,54448
96,108503
97,80644
98,93506
99,134659
0,249160
2,72901
3,111906
4,26210
5,236976
6,54903
7,23704
8,1220028
9,17409
10,259342
11,18159
12,18173
13,62329
14,36812
15,34178
16,15654
17,16400
18,17763
19,98647
20,11623
21,206804
22,129447
23,142683
24,294065
25,210712
26,124962
27,10275
28,50003
29,162683
30,62678
31,86565
32,104209
33,73511
34,276208
35,23047
36,73440
37,11217
38,38085
39,8103
40,149986
41,13203
42,12783
43,51526
44,107264
45,109087
46,19330
47,75134
48,64272
49,100464
50,177786
51,84270
52,114105
53,217777
54,2458
55,19692
56,118912
57,43765
58,116766
59,103901
60,167477
61,93817
62,53745
63,24826
64,149652
65,117705
66,9939
67,111864
68,66223
69,31290
70,40088
71,81752
72,194826
73,85026
74,93410
75,146591
76,97554
77,103406
78,57196
79,30497
80,21814
81,81876
82,257655
83,99625
84,701572
85,56530
86,164593
87,102534
88,194737
89,9269
90,76395
91,13529
92,275238
93,17253
94,9561
95,54448
96,108503
97,80644
98,93506
99,134659
0,249160
2,72901
3,111906
4,26210
5,236976
6,54903
7,23704
8,1220028
9,17409
10,259342
11,18159
12,18173
13,62329
14,36812
15,34178
16,15654
17,16400
18,17763
19,98647
20,11623
21,206804
22,129447
23,142683
24,294065
25,210712
26,124962
27,10275
28,50003
29,162683
30,62678
31,86565
32,104209
33,73511
34,276208
35,23047
36,73440
37,11217
38,38085
39,8103
40,149986
41,13203
42,12783
43,51526
44,107264
45,109087
46,19330
47,75134
48,64272
49,100464
50,177786
51,84270
52,114105
53,217777
54,2458
55,19692
56,118912
57,43765
58,116766
59,103901
60,167477
61,93817
62,53745
62,53745
