Timestamp,Data
1,24712
2,14411
3,24712
4,14411
5,38167
6,85895
7,61431
8,10910
9,22682
10,39914
11,6343
12,55312
13,47325
14,64085
15,8031
16,39895
17,53203
18,2513
19,16868
20,2311
21,15402
22,18214
23,6476
24,23535
25,12707
26,1418
27,3629
28,2969
29,3044
30,36412
31,24935
32,23983
33,7081
34,28594
35,130092
36,59382
37,23450
38,3005
39,94285
40,13269
41,38667
42,6861
43,21260
44,28856
45,5540
46,5986
47,70966
48,12491
49,71393
50,20944
51,6135
52,36277
53,11377
54,11544
55,76159
56,13331
57,12725
58,40014
59,13665
60,11845
61,30545
62,13619
63,3878
64,72171
65,29531
66,28019
67,44291
68,6645
69,3037
70,8133
71,10900
72,34200
73,11399
74,11932
75,11375
76,15495
77,8270
78,19928
79,5504
80,10518
81,9974
82,15078
83,23337
84,10201
85,51211
86,79667
87,42366
88,15742
89,16970
90,17196
91,8961
92,7487
93,11009
94,6078
95,28955
96,4443
97,1932
98,14241
99,4838
100,3350
101,9637
102,6175
103,30558
104,43916
105,6521
106,4122
107,10926
108,12067
109,1805
110,13206
111,19118
112,126991
113,15139
114,6804
115,30710
116,2122
117,24618
118,15073
119,2498
120,7640
121,24486
122,11863
123,24486
124,0
125,12670
126,14823
127,13315
128,123269
129,10810
130,8451
131,2947
132,76694
133,37505
134,2379
135,3821
136,34292
137,15046
138,14161
139,22659
140,52839
141,6295
142,8580
143,10628
144,15761
145,34243
146,1900
147,7985
148,18088
149,6652
150,15666
151,6042
152,82778
153,92824
154,9627
155,16208
156,9312
157,94303
158,18622
159,7900
160,12707
161,8034
162,12018
163,11957
164,7245
165,10684
166,15608
167,9019
168,16481
169,70667
170,11727
171,12734
172,30322
173,10452
174,10498
175,21834
176,13123
177,61364
178,13572
179,3515
180,19447
181,8752
182,15443
183,12588
184,38531
185,5170
186,4497
187,6032
188,5522
189,10840
190,6214
191,10681
192,4773
193,1866
194,25286
195,20109
196,29082
197,95486
198,13629
199,2495
200,17875
201,9223
202,29376
203,17764
204,3147
205,13295
206,5780
207,24694
208,11287
209,11071
210,104906
211,9481
212,41522
213,12091
214,38185
215,19514
216,10975
217,7953
218,14880
219,7013
220,10938
221,22250
222,20979
223,18995
224,5220
225,1749
226,28497
227,28983
228,24694
229,23641
230,8737
231,10945
232,75949
233,30640
234,97489
235,11499
236,10157
237,12063
238,46212
239,27885
240,12962
241,73058
242,78972
243,79526
244,70001
245,60076
246,64729
247,113111
248,130975
249,184237
250,221757
251,427676
252,24382
253,14160
254,73915
255,364678
256,165852
257,246267
258,733510
259,103675
260,65721
261,23527
262,132421
263,51011
264,154251
265,50068
266,242807
267,61410
268,40940
269,189950
270,59081
271,56320
272,128585
273,296786
274,225892
275,92440
276,210291
277,298984
278,81086
279,32606
280,31952
281,169602
282,107356
283,209819
284,124306
285,164770
286,133772
287,156853
288,179302
289,315541
290,75777
291,125142
292,19378
293,80778
294,253949
295,183857
296,110552
297,79184
298,92199
299,71484
300,100551
301,459224
302,160716
303,128259
304,125960
305,342513
306,145881
307,174481
308,237380
309,176899
310,185306
311,156554
312,138677
313,64549
314,90931
315,129585
316,208815
317,178107
318,65972
319,111339
320,68735
321,122754
322,72602
323,236901
324,100458
325,113290
326,54929
327,38403
328,57712
329,231825
330,10262
331,64544
332,114277
333,222492
334,72611
335,24086
336,42341
337,21785
338,57832
339,349565
340,69490
341,273177
342,34612
343,76503
344,298677
345,116906
346,102684
347,94280
348,229492
349,279429
350,92314
351,47698
352,13071
353,99889
354,142052
355,16518
356,185897
357,142422
358,243498
359,154879
360,96655
